loan_id,gender,married,dependents,education,self_employed,applicantincome,coapplicantincome,loanamount,loan_amount_term,property_area,credit_score,loan_status
LP002317,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,Rural,426,N
LP002318,Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,Semiurban,454,N
LP002319,Male,Yes,0,Graduate,,6256,0.0,160.0,360.0,Urban,833,Y
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,Rural,572,N
LP002332,Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,Rural,703,Y
LP002335,Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,Semiurban,598,N
LP002337,Female,No,0,Graduate,No,2995,0.0,60.0,360.0,Urban,845,Y
LP002341,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,Urban,475,N
LP002342,Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,Urban,338,N
LP002345,Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,Rural,820,Y
LP002347,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,Semiurban,769,Y
LP002348,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,Rural,846,Y
LP002357,Female,No,0,Not Graduate,No,2720,0.0,80.0,,Urban,325,N
LP002361,Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,Urban,698,Y
LP002362,Male,Yes,1,Graduate,No,7250,1667.0,110.0,,Urban,312,N
LP002364,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,Semiurban,659,Y
LP002366,Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,Rural,849,Y
LP002367,Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,Rural,335,N
LP002368,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,Semiurban,772,Y
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,Rural,619,Y
LP002370,Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,Urban,664,Y
LP002377,Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,Semiurban,607,Y
LP002379,Male,No,0,Graduate,No,6500,0.0,105.0,360.0,Rural,441,N
LP002386,Male,No,0,Graduate,,12876,0.0,405.0,360.0,Semiurban,803,Y
LP002387,Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,Semiurban,714,Y
LP002390,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,Urban,814,Y
LP002393,Female,,,Graduate,No,10047,0.0,,240.0,Semiurban,742,Y
LP002398,Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,Semiurban,691,Y
LP002401,Male,Yes,0,Graduate,No,2213,1125.0,,360.0,Urban,697,Y
LP002403,Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,Urban,587,N
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,Rural,814,Y
LP002408,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,Semiurban,790,Y
LP002409,Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,Rural,685,Y
LP002418,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,Semiurban,650,Y
LP002422,Male,No,1,Graduate,No,37719,0.0,152.0,360.0,Semiurban,752,Y
LP002424,Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,Rural,785,Y
LP002429,Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,Rural,662,Y
LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,Rural,789,Y
LP002435,Male,Yes,0,Graduate,,3539,1376.0,55.0,360.0,Rural,424,N
LP002443,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,Rural,449,N
LP002444,Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,Semiurban,357,N
LP002446,Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,Rural,479,N
LP002447,Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,Urban,769,Y
LP002448,Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,Rural,570,N
LP002449,Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,Rural,653,Y
LP002453,Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,Semiurban,834,Y
LP002455,Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,Semiurban,787,Y
LP002459,Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,Urban,700,Y
LP002467,Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,Urban,563,N
LP002472,Male,No,2,Graduate,No,4354,0.0,136.0,360.0,Rural,652,Y
LP002473,Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,Semiurban,359,N
LP002478,,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,Semiurban,835,Y
LP002484,Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,Urban,707,Y
LP002487,Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,Rural,604,Y
LP002489,Female,No,1,Not Graduate,,5191,0.0,132.0,360.0,Semiurban,702,Y
LP002493,Male,No,0,Graduate,No,4166,0.0,98.0,360.0,Semiurban,495,N
LP002494,Male,No,0,Graduate,No,6000,0.0,140.0,360.0,Rural,605,Y
LP002500,Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,Urban,346,N
LP002501,,Yes,0,Graduate,No,16692,0.0,110.0,360.0,Semiurban,698,Y
LP002502,Female,Yes,2,Not Graduate,,210,2917.0,98.0,360.0,Semiurban,654,Y
LP002505,Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,Urban,443,N
LP002515,Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,Semiurban,612,Y
LP002517,Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,Rural,423,N
LP002519,Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,Semiurban,705,Y
LP002522,Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,Urban,757,Y
LP002524,Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,Rural,746,Y
LP002527,Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,Rural,744,Y
LP002529,Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,Semiurban,719,Y
LP002530,,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,Semiurban,574,N
LP002531,Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,Semiurban,691,Y
LP002533,Male,Yes,2,Graduate,No,2947,1603.0,,360.0,Urban,357,N
LP002534,Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,Rural,782,Y
LP002536,Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,Rural,689,Y
LP002537,Male,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,Semiurban,828,Y
LP002541,Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,Semiurban,817,Y
LP002543,Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,Semiurban,716,Y
LP002544,Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,Rural,661,Y
LP002545,Male,No,2,Graduate,No,3547,0.0,80.0,360.0,Rural,578,N
LP002547,Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,Urban,426,N
LP002555,Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,Semiurban,736,Y
LP002556,Male,No,0,Graduate,No,2435,0.0,75.0,360.0,Urban,428,N
LP002560,Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,Semiurban,657,Y
LP002562,Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,Urban,721,Y
LP002571,Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,Rural,600,Y
LP002582,Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,Semiurban,838,Y
LP002585,Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,Rural,589,N
LP002586,Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,Semiurban,695,Y
LP002587,Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,Rural,725,Y
LP002588,Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,Urban,717,Y
LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,Semiurban,647,Y
LP002602,Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,Rural,388,N
LP002603,Female,No,0,Graduate,No,645,3683.0,113.0,480.0,Rural,831,Y
LP002606,Female,No,0,Graduate,No,3159,0.0,100.0,360.0,Semiurban,836,Y
LP002615,Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,Semiurban,716,Y
LP002618,Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,Rural,571,N
LP002619,Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,Semiurban,788,Y
LP002622,Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,Rural,830,Y
LP002624,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,Urban,791,Y
LP002625,,No,0,Graduate,No,3583,0.0,96.0,360.0,Urban,368,N
LP002626,Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,Urban,621,Y
LP002634,Female,No,1,Graduate,No,13262,0.0,40.0,360.0,Urban,692,Y
LP002637,Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,Rural,546,N
LP002640,Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,Semiurban,794,Y
LP002643,Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,Urban,675,Y
LP002648,Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,Semiurban,453,N
LP002652,Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,Rural,443,N
LP002659,Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,Rural,778,Y
LP002670,Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,Semiurban,828,Y
LP002682,Male,Yes,,Not Graduate,No,3074,1800.0,123.0,360.0,Semiurban,385,N
LP002683,Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,Semiurban,484,N
LP002684,Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,Rural,584,N
LP002689,Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,Semiurban,805,Y
LP002690,Male,No,0,Graduate,No,2500,0.0,55.0,360.0,Semiurban,819,Y
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,Rural,668,Y
LP002693,Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,Rural,646,Y
LP002697,Male,No,0,Graduate,No,4680,2087.0,,360.0,Semiurban,393,N
LP002699,Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,Rural,837,Y
LP002705,Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,Semiurban,789,Y
LP002706,Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,Semiurban,843,Y
LP002714,Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,Semiurban,796,Y
LP002716,Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,Semiurban,803,Y
LP002717,Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,Rural,743,Y
LP002720,Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,Urban,817,Y
LP002723,Male,No,2,Graduate,No,3588,0.0,110.0,360.0,Rural,338,N
LP002729,Male,No,1,Graduate,No,11250,0.0,196.0,360.0,Semiurban,399,N
LP002731,Female,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,Urban,632,Y
LP002732,Male,No,0,Not Graduate,,2550,2042.0,126.0,360.0,Rural,821,Y
LP002734,Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,Urban,700,Y
LP002738,Male,No,2,Graduate,No,3617,0.0,107.0,360.0,Semiurban,622,Y
LP002739,Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,Rural,549,N
LP002740,Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,Rural,609,Y
LP002741,Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,Semiurban,845,Y
LP002743,Female,No,0,Graduate,No,2138,0.0,99.0,360.0,Semiurban,399,N
LP002753,Female,No,1,Graduate,,3652,0.0,95.0,360.0,Semiurban,633,Y
LP002755,Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,Urban,779,Y
LP002757,Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,Semiurban,822,Y
LP002767,Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,Rural,737,Y
LP002768,Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,Semiurban,549,N
LP002772,Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,Rural,746,Y
LP002776,Female,No,0,Graduate,No,5000,0.0,103.0,360.0,Semiurban,395,N
LP002777,Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,Rural,600,Y
LP002778,Male,Yes,2,Graduate,Yes,6633,0.0,,360.0,Rural,303,N
LP002784,Male,Yes,1,Not Graduate,No,2492,2375.0,,360.0,Rural,615,Y
LP002785,Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,Urban,623,Y
LP002788,Male,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,Urban,546,N
LP002789,Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,Rural,557,N
LP002792,Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,Semiurban,840,Y
LP002794,Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,Urban,819,Y
LP002795,Male,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,Semiurban,727,Y
LP002798,Male,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,Semiurban,759,Y
LP002804,Female,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,Semiurban,818,Y
LP002807,Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,Semiurban,683,Y
LP002813,Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,Semiurban,751,Y
LP002820,Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,Rural,739,Y
LP002821,Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,Semiurban,777,Y
LP002832,Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,Urban,462,N
LP002833,Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,Rural,723,Y
LP002836,Male,No,0,Graduate,No,3333,0.0,70.0,360.0,Urban,632,Y
LP002837,Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,Rural,478,N
LP002840,Female,No,0,Graduate,No,2378,0.0,9.0,360.0,Urban,400,N
LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,Urban,567,N
LP002842,Male,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,Urban,666,Y
LP002847,Male,Yes,,Graduate,No,5116,1451.0,165.0,360.0,Urban,364,N
LP002855,Male,Yes,2,Graduate,No,16666,0.0,275.0,360.0,Urban,760,Y
LP002862,Male,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,Semiurban,467,N
LP002863,Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,Semiurban,342,N
LP002868,Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,Urban,643,Y
LP002872,,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,Semiurban,584,N
LP002874,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,Urban,740,Y
LP002877,Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,Rural,611,Y
LP002888,Male,No,0,Graduate,,3182,2917.0,161.0,360.0,Urban,694,Y
LP002892,Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,Semiurban,645,Y
LP002893,Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,Urban,552,N
LP002894,Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,Semiurban,842,Y
LP002898,Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,Rural,541,N
LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,Rural,334,N
LP002912,Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,Rural,514,N
LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,Urban,680,Y
LP002917,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,Semiurban,689,Y
LP002925,,No,0,Graduate,No,4750,0.0,94.0,360.0,Semiurban,607,Y
LP002926,Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,Semiurban,392,N
LP002928,Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,Semiurban,753,Y
LP002931,Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,Semiurban,389,N
LP002933,,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,Semiurban,761,Y
LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,Rural,714,Y
LP002938,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,Urban,704,Y
LP002940,Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,Rural,734,Y
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,Rural,495,N
LP002943,Male,No,,Graduate,No,2987,0.0,88.0,360.0,Semiurban,413,N
LP002945,Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,Rural,836,Y
LP002948,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,Urban,674,Y
LP002949,Female,No,3+,Graduate,,416,41667.0,350.0,180.0,Urban,516,N
LP002950,Male,Yes,0,Not Graduate,,2894,2792.0,155.0,360.0,Rural,620,Y
LP002953,Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,Urban,848,Y
LP002958,Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,Rural,763,Y
LP002959,Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,Semiurban,737,Y
LP002960,Male,Yes,0,Not Graduate,No,2400,3800.0,,180.0,Urban,491,N
LP002961,Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,Semiurban,826,Y
LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,Rural,776,Y
LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,Rural,698,Y
LP002978,Female,No,0,Graduate,No,2900,0.0,71.0,360.0,Rural,839,Y
LP002979,Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,Rural,635,Y
LP002983,Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,Urban,809,Y
LP002984,Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,Urban,840,Y
LP002990,Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,Semiurban,395,N
